title,doctor_url,specialization,kraj,nepritomnost,doctor_id,zastupenie
"Ambulancia čeľustnej ortopédie, MUDr. Eva Veselá, Bratislava-Lamač, (Vesedent s. r. o.)",https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/bratislava-iv/ambulancia-celustnej-ortopedie-mudr.-eva-vesela-bratislava-lamac-vesedent-s.-r.-o..html?page_id=143398, čeľustná ortopédia,Bratislavský samosprávny kraj,"Neprítomnosti:
od 22.09.2022
do 26.09.2022
																		, od 22.do26.9.je dovolenka.Len po telefonickom dohovore a iba v súrnom prípade zastupuje MUDr.Ditteová PKKarlova Ves,tel.0260264255,prosím volajte v pond,štvrtok,piatok od 8 do 9 hodiny",61-54231205-A0002,"MUDr. Mária Ditteová

miesto prevádzky: Poliklinika Karlova Ves, Líščie údolie 98/57, 84104 Bratislava-Karlova Ves"
"Všeobecná ambulancia pre dospelých, Bratislava-Petržalka, (Mirrasan s. r. o.)",https://www.e-vuc.sk/buxus/generate_page.php?page_id=125743, Všeobecné lekárstvo,Bratislavský samosprávny kraj,"Neprítomnosti:
od 23.09.2022
do 30.09.2022
																		, Zdravotná sestra bude na ambulancii v dňoch 23.9., 28.9., 29.9. a 30.9.",61-51101556-A0001,"Vemed s.r.o.

miesto prevádzky: Zdravotné stredisko, Rovniankova 1656/1, 85102 Bratislava-Petržalka"
"Gynekologická ambulancia, Bratislava-Petržalka, (Med Dar, s. r. o.)",https://www.e-vuc.sk/buxus/generate_page.php?page_id=60585, Gynekológia a pôrodníctvo,Bratislavský samosprávny kraj,"Neprítomnosti:
od 23.09.2022
do 03.10.2022",61-44853092-A0001,"Žena s.r.o.

miesto prevádzky: Zdravotné stredisko, Balkánska 51, 85110 Bratislava-Rusovce"
"Oftalmologická ambulancia, Bratislava-Petržalka, (Očná ambulancia MUDr. Marta Klampárová s.r.o.)",https://www.e-vuc.sk/buxus/generate_page.php?page_id=89900, Oftalmológia,Bratislavský samosprávny kraj,"Neprítomnosti:
od 05.09.2022
do 30.09.2022
																		, Zastupujúci:
Okomed s.r.o., Zdravotné stredisko, Strečnianska 13, 85105 Bratislava-Petržalka - Vyšetruje DETI
LAMPYRIS, s.r.o., ZS Fedinova, Fedinova 9, 85101 Bratislava-Petržalka - Vyšetruje DOSPELÝCH",61-46903038-A0001,"Okomed s.r.o.

miesto prevádzky: Zdravotné stredisko, Strečnianska 13, 85105 Bratislava-Petržalka
Vyšetruje DETI


LAMPYRIS, s.r.o.

miesto prevádzky: ZS Fedinova, Fedinova 9, 85101 Bratislava-Petržalka
Vyšetruje DOSPELÝCH"
"Ambulancia zubného lekárstva, Stupava, (MUDr. Nora Svobodová s. r. o.)",https://www.e-vuc.sk/buxus/generate_page.php?page_id=124479, Zubné lekárstvo,Bratislavský samosprávny kraj,"Neprítomnosti:
od 23.09.2022
do 27.09.2022",61-50922041-A0001,"SK Dental Bratislava, s.r.o.

miesto prevádzky: samostatný trakt, polyfunkčný objekt v obytnom súbore Jarabinky, Jarabinková 18878/10, 82109 Bratislava-Ružinov"
"Všeobecná ambulancia pre deti a dorast, Svätý Jur, (Dr. VIP, spol. s r.o.)",https://www.e-vuc.sk/buxus/generate_page.php?page_id=61017, Všeobecná starostlivosť o deti a dorast,Bratislavský samosprávny kraj,"Neprítomnosti:
od 23.09.2022
do 02.10.2022
																		, Dovolenka
Zastupuje MUDrOrlicka v Pk",61-36700843-A0001,INT-PED sro
"Ambulancia zubného lekárstva, Senec, (MUDr. Ildiko Macenauerová zubný lekár s.r.o.)",https://www.e-vuc.sk/buxus/generate_page.php?page_id=60839, Zubné lekárstvo,Bratislavský samosprávny kraj,"Neprítomnosti:
od 21.09.2022
do 04.10.2022",61-36760609-A0001,"Dr.Dobosova Emese


Dr.Jurisova Margita

od 7 00 do 10 00Kysucka ul.Senec"
"Ambulancia zubného lekárstva, Senec, (MUDr. Oľga Šišková - stomatológia, s. r. o.)",https://www.e-vuc.sk/buxus/generate_page.php?page_id=60866, Zubné lekárstvo,Bratislavský samosprávny kraj,"Neprítomnosti:
od 21.09.2022
do 02.10.2022",61-43889450-A0001,"MUDr. Oľga Čerbaničová - stomatológia, s.r.o.

miesto prevádzky: Bratislavská 1223/6, 90301 Senec
Zastupuje MDDr Bunta Matúš"
"Interná ambulancia, Senec, (Inter. End., s.r.o.)",https://www.e-vuc.sk/buxus/generate_page.php?page_id=61140," Vnútorné lekárstvo, Diagnostická a intervenčná ezofagogastroduodenoskopia, Diagnostická a intervenčná kolonoskopia",Bratislavský samosprávny kraj,"Neprítomnosti:
od 22.09.2022
do 05.10.2022",61-36709336-A0001,"INEF - PMJ, s.r.o.

miesto prevádzky: Poliklinika Senec, Nám. 1. mája 54/6, 90301 Senec"
"Všeobecná ambulancia pre dospelých, Miloslavov, (MEDILIP s. r. o.)",https://www.e-vuc.sk/buxus/generate_page.php?page_id=90019, Všeobecné lekárstvo,Bratislavský samosprávny kraj,"Neprítomnosti:
od 16.09.2022
do 27.09.2022
																		, Sestry sú v ambulancii, vybavia požiadavky pacientov v rámci svojich kompetencií",61-48054887-A0001,"AMBULITA, spol. s r.o.

miesto prevádzky: Orechová 666/17, 90042 Dunajská Lužná"
"Všeobecná ambulancia pre dospelých, MUDr. Anna Koniarová, Kalinkovo, (Univerzitná nemocnica s poliklinikou Milosrdní bratia, spol. s r. o.)",https://www.e-vuc.sk/bsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/senec/vseobecna-ambulancia-pre-dospelych-mudr.-anna-koniarova-kalinkovo-univerzitna-nemocnica-s-poliklinikou-milosrdni-bratia-spol.-s-r.-o..html?page_id=135836, Všeobecné lekárstvo,Bratislavský samosprávny kraj,"Neprítomnosti:
od 08.02.2022
do 30.09.2022",61-31386563-A0085,"Univerzitná nemocnica s poliklinikou Milosrdní bratia, spol. s r. o.

miesto prevádzky: zdravotné stredisko,134, 90043 Hamuliakovo"
