title,doctor_url,specialization,kraj,nepritomnost,doctor_id,zastupenie
"Neurologická ambulancia, Čadca, (NEUROL, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/cadca/neurologicka-ambulancia-cadca-neurol.html?page_id=74247, Neurológia,Žilinský samosprávny kraj,"Neprítomnosti:
od 19.09.2022
do 28.09.2022",65-36440795-A0001,"GIVA, s.r.o.

miesto prevádzky: Palárikova 2311, 02201 Čadca"
"Gynekologická ambulancia, MUDr.  Klaudia Čuboňová, Čadca, (PrimaGyn, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/cadca/gynekologicka-ambulancia-mudr.-klaudia-cubonova-cadca-primagyn.html?page_id=74311," Gynekológia a pôrodníctvo, Ultrazvuk v gynekológii a pôrodníctve",Žilinský samosprávny kraj,"Neprítomnosti:
od 23.09.2022
do 07.10.2022",65-36412031-A0001,"GYN, s.r.o.

miesto prevádzky: MUDr. Hálka 1367, 02302 Krásno nad Kysucou"
"Všeobecná ambulancia pre dospelých, Čadca, (MCC Services, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/cadca/vseobecna-ambulancia-pre-dospelych-cadca-mcc-services.html?page_id=89779," Všeobecné lekárstvo, Dorastové lekárstvo",Žilinský samosprávny kraj,"Neprítomnosti:
od 12.09.2022
do 30.09.2022
																		, Čerpanie riadnej dovolenky. Zástup zabezpečený.",65-36416002-A0002,"SENDYBORO, spol. s r.o.

miesto prevádzky: Moyzesova 1441, 02201 Čadca"
"Všeobecná ambulancia pre dospelých, MUDr. Jana Blahová, Žilina, (KRANKAS s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/vseobecna-ambulancia-pre-dospelych-mudr.-jana-blahova-zilina-krankas.html?page_id=55821, Všeobecné lekárstvo,Žilinský samosprávny kraj,"Neprítomnosti:
od 02.05.2022
do 31.10.2022
																		, sestra v ambulancii",65-36372111-A0026,"KRANKAS s.r.o.

miesto prevádzky: Bratislavská cesta 1, 01001 Žilina"
"Ambulancia zubného lekárstva, Žilina, (ZDRAVÉ ZÚBKY, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-zubneho-lekarstva-zilina-zdrave-zubky.html?page_id=56182, Zubné lekárstvo,Žilinský samosprávny kraj,"Neprítomnosti:
od 01.08.2020
do 01.08.2023
																		, OD 1.8. 2020 je doktorka na Materskej dovolenke. Nové info bude vždy tu na stránke, keď začne robiť a v akých časoch a dňoch bude robiť.
Zastupuje nás dr. FARKHAT na Vysokoškolákov 33, v budove Europalace, Klietské centrum, 3.p. Je potrebné sa hlásiť vopred telefonicky na 0911 588 003. Taktiež je potrebné povedať, že ste zo ZDRAVÝCH ZÚBKOV a nezabudnite nahlásiť, ak máte Union poisťovňu, aj napriek tomu, že nemá zmluvy s poisťovňami, sme dohodnutí. Kto to však nenahlási vopred a aj tesne pred ošetrením, bude sa mu počítať cena VŠZP alebo Dôvery. Bonus na Union sa nedá uňho uplatniť. Doktor má vlastný cenník.
Je ochotný spraviť na požiadnie aj preventívnu prehliadku podľa svojho cenníka.",65-46903208-A0001,
"Urologická ambulancia, Žilina, (MEDCENTRUM, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/urologicka-ambulancia-zilina-medcentrum.html?page_id=56841, Urológia,Žilinský samosprávny kraj,"Neprítomnosti:
od 23.09.2022
do 31.10.2022
																		, MUDr. Michal Jakubčík - dlhodobá PN, zástup akútnych stavov - MUDr. Jaroslav Rýchlik",65-36418081-A0015,"MEDCENTRUM, s.r.o.

miesto prevádzky: Jána Milca 744/33, 01001 Žilina"
"Ambulancia zubného lekárstva, Žilina, (Dentjavor, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-zubneho-lekarstva-zilina-dentjavor.html?page_id=125690, Zubné lekárstvo,Žilinský samosprávny kraj,"Neprítomnosti:
od 14.09.2022
do 27.09.2022",65-51019639-A0001,"MUDr.Jošthová, s.r.o.

miesto prevádzky: Bôrická cesta 29, 01001 Žilina
Bolestivé prípady v dňoch 14.9.2022 a 19.9-27.9.2022 ošetrí MUDr. Jošthová na adrese Bôrická cesta 29. Pacientom sa odporúčame vopred nahlásiť na čísle: 0948229569.


LUXCARE s.r.o.

miesto prevádzky: Vendelína Javorku 2487/16, 01001 Žilina
16.9.2022 bolestivé prípady ošetrí MDDr. Varošová (LUXCARE, s.r.o.) na adrese Vendelína Javorku 16, Žilina. Pacientom sa odporúčame vopred nahlásiť na čísle: 0910330012."
"Ambulancia zubného lekárstva, Teplička nad Váhom, (MDDr. Anna Ďurmeková)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-zubneho-lekarstva-teplicka-nad-vahom-mddr.-anna-durmekova.html?page_id=73894, Zubné lekárstvo,Žilinský samosprávny kraj,"Neprítomnosti:
od 01.01.2022
do 30.09.2022",65-46707026-A0001,"AF Implant, s. r. o.

miesto prevádzky: Vysokoškolákov 8556/33B, 01008 Žilina"
"Otorinolaryngologická ambulancia, Žilina, (MUDr. Ivana Haťapková, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/otorinolaryngologicka-ambulancia-zilina-mudr.-ivana-hatapkova.html?page_id=74042," Otorinolaryngológia, Foniatria",Žilinský samosprávny kraj,"Neprítomnosti:
od 20.09.2022
do 08.10.2022",65-46948902-A0001,"MUDr. Eva Klučková

miesto prevádzky: Rajecká cesta 132/13, 01313 Rajecké Teplice"
"Chirurgická ambulancia, Žilina, (MUDr. Anna Sýkorová, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/chirurgicka-ambulancia-zilina-mudr.-anna-sykorova.html?page_id=73971, Chirurgia,Žilinský samosprávny kraj,"Neprítomnosti:
od 23.09.2022
do 27.09.2022",65-44827822-A0001,"KRANKAS s.r.o.

miesto prevádzky: Bratislavská cesta 1, 01001 Žilina"
"UROLOGICKÁ AMBULANCIA, Rajecké Teplice, (MUDr. PhDr. Michal Jakubčík)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/urologicka-ambulancia-rajecke-teplice-mudr.-phdr.-michal-jakubcik.html?page_id=74173," Urológia, Intervenčná ultrasonografia v urológii, Sexuológia",Žilinský samosprávny kraj,"Neprítomnosti:
od 22.09.2022
do 03.11.2022",65-36135151-A0001,"Urral, s. r. o.

miesto prevádzky: Vysokoškolákov 3702/31, 01008 Žilina"
"Neurologická ambulancia, Žilina, (MEDCENTRUM, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/neurologicka-ambulancia-zilina-medcentrum-2.html?page_id=103120, Neurológia,Žilinský samosprávny kraj,"Neprítomnosti:
od 23.09.2022
do 30.09.2022
																		, Zástup akútnych stavov: 27.9.2022 a 29.9.2022 MUDr. Krajňáková, MEDCENTRUM, s.r.o., J. MIlca 33, 010 01  Žilina
                                    26.9.2022, 28.9.2022 a 30.9.2022 MUDr. Kubjatková a MUDr. Lojdlová, KRANKAS, s.r.o., Bratislavská 278, 010 01  Žilina",65-36418081-A0043,"MEDCENTRUM, s.r.o.

miesto prevádzky: Jána Milca 744/33, 01001 Žilina
27.9.2022 a 29.9.2022


Neurológia ZA s.r.o.

miesto prevádzky: Bratislavská 1, 01001 Žilina
26.9.2022,28.9.2022, 30.9.2022"
"Ambulancia vnútorného lekárstva, Žilina, (Interne, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/zilina/ambulancia-vnutorneho-lekarstva-zilina-interne.html?page_id=126737, Vnútorné lekárstvo,Žilinský samosprávny kraj,"Neprítomnosti:
od 22.09.2022
do 30.09.2022
																		, dovolenka

od 22.09.2022
do 30.09.2022
																		, dovolenka",65-36440078-A0002,"Ambulancia vnútorného lekárstva,MUDr.Agáta Jánošíková,Daniela Dlabača 775 33,Žilina 010 01"
