title,doctor_url,specialization,kraj,nepritomnost,doctor_id,zastupenie
"Ambulancia klinickej psychológie, PhDr. Zuzana Novosadová, Košice-Juh, (PIRAM s.r.o.)",https://www.e-vuc.sk/ksk/ambulantne-zdravotnicke-zariadenia/kosice-iv/ambulancia-klinickej-psychologie-phdr.-zuzana-novosadova-kosice-juh-piram.html?page_id=81053," Klinická psychológia, Psychoterapia",Košický samosprávny kraj,"Neprítomnosti:
od 26.04.2022
do 30.09.2022
																		, pacienti nie sú objednaní. V prípade potreby sa obrátiť na PhDr. Kubašovská, Mgr. Medvecká",68-46922911-A0001,"PhDr. Katarína Kubašovská

miesto prevádzky: Letná 1158/40, 04001 Košice-Staré Mesto


MEDDUX s. r. o.

miesto prevádzky: Tomášikova 151/8, 04001 Košice-Sever"
"Dermatovenerologická ambulancia, MUDr. Natália Mihaliková, Košice-Juh, (MUDr. Natália Mihaliková)",https://www.e-vuc.sk/ksk/ambulantne-zdravotnicke-zariadenia/kosice-iv/dermatovenerologicka-ambulancia-mudr.-natalia-mihalikova-kosice-juh-mudr.-natalia-mihalikova.html?page_id=89721, Dermatovenerológia,Košický samosprávny kraj,"Neprítomnosti:
od 12.09.2022
do 30.09.2022",68-35555203-A0002,"MUDr. Jaroslav Pavkovček

miesto prevádzky: Trieda SNP 457/1, 04011 Košice-Západ
od 12. do 16.9.2022


M.T. DERMA s.r.o.

miesto prevádzky: Komenského 74/37A, 04001 Košice-Sever
od 19. do 30.9.2022"
"Ambulancia klinickej imunológie a alergológie, MUDr. Jana Hutková, Košice-Juh, (ALERGOMED, s. r. o.)",https://www.e-vuc.sk/ksk/ambulantne-zdravotnicke-zariadenia/kosice-iv/ambulancia-klinickej-imunologie-a-alergologie-mudr.-jana-hutkova-kosice-juh-alergomed-s.-r.-o..html?page_id=123769, Klinická imunológia a alergológia,Košický samosprávny kraj,"Neprítomnosti:
od 16.09.2022
do 07.10.2022",68-36598861-A0002,"ALERGIE-KOŠICE, s. r. o.

miesto prevádzky: Cottbuská 37/A, 04001 Košice-Sídlisko KVP"
"Všeobecná ambulancia pre dospelých, MUDr. Stanislav Gofus, Trhovište, (MUDr. Stanislav Gofus)",https://www.e-vuc.sk/ksk/ambulantne-zdravotnicke-zariadenia/michalovce/vseobecna-ambulancia-pre-dospelych-mudr.-stanislav-gofus-trhoviste-mudr.-stanislav-gofus.html?page_id=80520, Všeobecné lekárstvo,Košický samosprávny kraj,"Neprítomnosti:
od 31.08.2022
do 25.01.2023

od 01.09.2022
do 25.01.2023",68-31982328-A0001,Petrilova
"Otorinolaryngologická ambulancia, MUDr. Ernest Hargaš, Michalovce, (MUDr. Ernest Hargaš)",https://www.e-vuc.sk/ksk/ambulantne-zdravotnicke-zariadenia/michalovce/otorinolaryngologicka-ambulancia-mudr.-ernest-hargas-michalovce-mudr.-ernest-hargas.html?page_id=80559, Otorinolaryngológia,Košický samosprávny kraj,"Neprítomnosti:
od 19.09.2022
do 21.10.2022

od 19.09.2022
do 21.10.2022

od 19.09.2022
do 21.10.2022",68-35528516-A0001,"ORL a AUDIO s.r.o.

miesto prevádzky: Nám. osloboditeľov 916/25, 07101 Michalovce


ORL - AMB s. r. o.

miesto prevádzky: Nám. osloboditeľov 916/25, 07101 Michalovce"
"Všeobecná ambulancia pre deti a dorast, MUDr. Štefan Sopko Zima, Veľké Kapušany, (AKTINOS s.r.o.)",https://www.e-vuc.sk/ksk/ambulantne-zdravotnicke-zariadenia/michalovce/vseobecna-ambulancia-pre-deti-a-dorast-mudr.-stefan-sopko-zima-velke-kapusany-aktinos-2.html?page_id=142673, Pediatria,Košický samosprávny kraj,"Neprítomnosti:
od 22.09.2022
do 29.09.2022",68-36651257-A0002,"B & K med s.r.o.

miesto prevádzky: Zelená 179/69, 07901 Veľké Kapušany


I.L.V. med s.r.o.

miesto prevádzky: P. O. Hviezdoslava 56/98, 07901 Veľké Kapušany"
"Všeobecná ambulancia pre dospelých, MUDr. Zoltán Németh, Jablonov nad Turňou, (NEZOL-MEDIC s.r.o.)",https://www.e-vuc.sk/ksk/ambulantne-zdravotnicke-zariadenia/roznava/vseobecna-ambulancia-pre-dospelych-mudr.-zoltan-nemeth-jablonov-nad-turnou-nezol-medic.html?page_id=80964, Všeobecné lekárstvo,Košický samosprávny kraj,"Neprítomnosti:
od 28.04.2022
do 28.12.2022",68-36605247-A0001,"URGENTA s.r.o.

miesto prevádzky: Námestie 1. mája 125/11, 04801 Rožňava"
"AG - Odberové miesto - Zimný štadión Rožňava, Rožňava, (DZS - M.K.TRANS, s.r.o.)",https://www.e-vuc.sk/ksk/mobilne-odberove-miesta/roznava/ag-odberove-miesto-zimny-stadion-roznava-roznava-dzs-m.k.trans.html?page_id=139184, Mobilné odberové miesto,Košický samosprávny kraj,"Neprítomnosti:
od 03.05.2022
do 15.10.2022
																		, Odberové miesto dočasne presunuté na Košickú ulicu v Rožňave",85-36588181-A0001,"SlovakTransLine, s.r.o.

miesto prevádzky: parcela č. 1736/3, Košická, 04801 Rožňava"
"Gynekologická ambulancia, MUDr. Silvia Rejtová, Sobrance, (Regyne s.r.o.)",https://www.e-vuc.sk/ksk/ambulantne-zdravotnicke-zariadenia/sobrance/gynekologicka-ambulancia-mudr.-silvia-rejtova-sobrance-regyne.html?page_id=81121," Gynekológia a pôrodníctvo, Ultrazvuk v gynekológii a pôrodníctve",Košický samosprávny kraj,"Neprítomnosti:
od 23.09.2022
do 26.09.2022",68-47219297-A0001,MUDr. Peter Štefanko
"Gynekologická ambulancia, MUDr. Jaroslav Jasovský, Čierna nad Tisou, (ELGYN, s.r.o.)",https://www.e-vuc.sk/ksk/ambulantne-zdravotnicke-zariadenia/trebisov/gynekologicka-ambulancia-mudr.-jaroslav-jasovsky-cierna-nad-tisou-elgyn.html?page_id=80437, Gynekológia a pôrodníctvo,Košický samosprávny kraj,"Neprítomnosti:
od 21.09.2022
do 26.09.2022
																		, zastupuje gyn.amb.Veľké Kapušany,Bratislavská 10,tel.056/6382696",68-36589101-A0002,"ELGYN, s.r.o.

miesto prevádzky: Bratislavská 153/10, 07901 Veľké Kapušany"
