doctor_id,info,open_hours,lat,lng,adresa,title,doctor_url,specialization,kraj,okres,pediater,kraj_id,okres_id
65-35651962-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-35651962-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Bernolákova\n24\n02801\nTrstená', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'MUDr. Mária Abaffyová\nIČO: 35651962', 'Telefón': '+421 435392300'}","Telefón platnosť od: 12.03.2013
Pondelok: 7:00-15:30
Utorok: 7:00-15:30
Streda: 7:00-15:30
Štvrtok: 7:00-15:30
Piatok: 7:00-15:30
Sobota: neordinuje
Nedeľa: neordinuje
Nedeľa: 7:00-7:30 odbery, 12:00-12:30 obed, 12:30-15:30 preventívne prehliadky, poradne, návštevy, semináre",49.3604975,19.6125879,"Bernolákova
24
02801
Trstená","Všeobecná ambulancia pre deti a dorast, Trstená, (MUDr. Mária Abaffyová)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/tvrdosin/vseobecna-ambulancia-pre-deti-a-dorast-trstena-mudr.-maria-abaffyova.html?page_id=74141, Všeobecná starostlivosť o deti a dorast,Žilinský,Tvrdošín,1,7,69
65-36425940-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-36425940-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast\ndorastové lekárstvo', 'Miesto prevádzkovania': 'Zdravotné stredisko Zuberec\nZuberec\n02732\nZuberec', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'B.B. MED, s.r.o.\nNižné brehy\n365\n02732\nZuberec\nIČO: 36425940', 'Telefón': '+421 435395748 ,435395102'}","Telefón platnosť od: 10.11.2017
Pondelok: 7:00-15:00
Utorok: 7:00-15:00
Streda: 7:00-11:30
Štvrtok: 7:00-14:30
Piatok: 7:00-14:00
Sobota: neordinuje
Nedeľa: neordinuje",49.2605158,19.6143790,"Zdravotné stredisko Zuberec
Zuberec
02732
Zuberec","Všeobecná ambulancia pre deti a dorast, Zuberec, (B.B. MED, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/tvrdosin/vseobecna-ambulancia-pre-deti-a-dorast-zuberec-b.b.-med.html?page_id=73744," Všeobecná starostlivosť o deti a dorast, Dorastové lekárstvo",Žilinský,Tvrdošín,1,7,69
65-00634891-A0012,"{'Druh zariadenia': 'ambulancia pediatrickej kardiológie', 'Identifikátor': '65-00634891-A0012', 'Odborné zameranie': 'pediatrická kardiológia', 'Lekári sestry': 'MUDr. Silvia Miková (lekár)', 'Miesto prevádzkovania': 'Mieru\n549/16\n02801\nTrstená', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'Hornooravská nemocnica s poliklinikou Trstená\nMieru\n549/16\n02801\nTrstená\nIČO: 00634891\nwww.nsptrstena.sk', 'Telefón': '+421 43 5307264'}","Telefón platnosť od: 22.03.2022
Pondelok: 11:00-18:00
Utorok: 11:00-18:00
Streda: 11:00-18:00
Štvrtok: 11:00-18:00
Piatok: neordinuje
Sobota: neordinuje
Nedeľa: neordinuje
Nedeľa: Objednávanie pacientov: pondelok až štvrtok od 8:00 - 10:00 hod. 
na t.č. +421435307164",49.3580167,19.6014858,"Mieru
549/16
02801
Trstená","Ambulancia pediatrickej kardiológie, MUDr. Silvia Miková, Trstená, (Hornooravská nemocnica s poliklinikou Trstená)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/tvrdosin/ambulancia-pediatrickej-kardiologie-mudr.-silvia-mikova-trstena-hornooravska-nemocnica-s-poliklinikou-trstena.html?page_id=56719, Pediatrická kardiológia,Žilinský,Tvrdošín,1,7,69
65-00634891-A0024,"{'Druh zariadenia': 'ambulancia detskej psychiatrie', 'Identifikátor': '65-00634891-A0024', 'Odborné zameranie': 'detská psychiatria', 'Lekári sestry': 'MUDr. Milan Spitka (lekár)', 'Miesto prevádzkovania': 'detská psychiatria č. 1\nMieru\n549/16\n02801\nTrstená', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'Hornooravská nemocnica s poliklinikou Trstená\nMieru\n549/16\n02801\nTrstená\nIČO: 00634891\nwww.nsptrstena.sk', 'Telefón': '+421 435307264'}","Telefón platnosť od: 27.04.2012
Pondelok: neordinuje
Utorok: neordinuje
Streda: 7:00-15:00
Štvrtok: neordinuje
Piatok: neordinuje
Sobota: neordinuje
Nedeľa: neordinuje",49.3580167,19.6014858,"detská psychiatria č. 1
Mieru
549/16
02801
Trstená","Ambulancia detskej psychiatrie, MUDr. Milan Spitka, Trstená, (Hornooravská nemocnica s poliklinikou Trstená)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/tvrdosin/ambulancia-detskej-psychiatrie-mudr.-milan-spitka-trstena-hornooravska-nemocnica-s-poliklinikou-trstena.html?page_id=56707, Detská psychiatria,Žilinský,Tvrdošín,1,7,69
65-45935530-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-45935530-A0001', 'Odborné zameranie': 'dorastové lekárstvo\nvšeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Zdravotné stredisko Medvedzie\nŠkolská\n234\n02744\nTvrdošín', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'AMEDEA, s.r.o.\nŠkolská\n234\n02744\nTvrdošín\nIČO: 45935530\ndetska-doktorka.sk', 'Telefón': '+ 421 918 618 848'}","Telefón platnosť od: 01.11.2020
Pondelok: 7:00-16:00
Utorok: 7:00-13:00
Streda: 7:00-13:00
Štvrtok: 7:00-15:00
Piatok: 7:00-13:00
Sobota: neordinuje
Nedeľa: neordinuje",49.3467761,19.5496118,"Zdravotné stredisko Medvedzie
Školská
234
02744
Tvrdošín","Všeobecná ambulancia pre deti a dorast MUDr. Ivana Matejková, Tvrdošín, (AMEDEA, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/tvrdosin/vseobecna-ambulancia-pre-deti-a-dorast-mudr.-ivana-matejkova-tvrdosin-amedea.html?page_id=56012," Dorastové lekárstvo, Všeobecná starostlivosť o deti a dorast",Žilinský,Tvrdošín,1,7,69
65-45360049-A0002,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-45360049-A0002', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast\ndorastové lekárstvo', 'Lekári sestry': 'MUDr. Andrea Klabníková (lekár)\nAnna Jarinová (sestra)\nMgr. Viera Hlušáková (sestra)', 'Miesto prevádzkovania': 'Školská\n234\n02744\nTvrdošín', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'Oralek, s.r.o.\nStodolisko\n95/16\n02732\nHabovka\nIČO: 45360049\nwww.oralek.sk', 'Telefón': '+421 435322537'}","Telefón platnosť od: 01.11.2017
Pondelok: 7:00-17:00
Utorok: 7:00-11:30
Streda: 7:00-14:00
Štvrtok: 9:00-14:00
Piatok: 7:00-12:30
Sobota: neordinuje
Nedeľa: neordinuje",49.3467761,19.5496118,"Školská
234
02744
Tvrdošín","Všeobecná ambulancia pre deti a dorast, MUDr. Andrea Klabníková, Tvrdošín, (Oralek, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/tvrdosin/vseobecna-ambulancia-pre-deti-a-dorast-mudr.-andrea-klabnikova-tvrdosin-oralek.html?page_id=54384," Všeobecná starostlivosť o deti a dorast, Dorastové lekárstvo",Žilinský,Tvrdošín,1,7,69
65-42062896-A0002,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-42062896-A0002', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Bernolákova\n24\n02801\nTrstená', 'Poisťovne': 'VšZP, Union', 'Poskytovateľ': 'MUDr. Štefánia Kolejáková\nIČO: 42062896'}","Poskytovateľ platnosť od: 22.07.2014
Pondelok: neordinuje
Utorok: neordinuje
Streda: neordinuje
Štvrtok: neordinuje
Piatok: 7:00-15:00
Sobota: neordinuje
Nedeľa: neordinuje",49.3604975,19.6125879,"Bernolákova
24
02801
Trstená","Všeobecná ambulancia pre deti a dorast, Trstená, (MUDr. Štefánia Kolejáková)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/tvrdosin/vseobecna-ambulancia-pre-deti-a-dorast-trstena-mudr.-stefania-kolejakova.html?page_id=54388, Všeobecná starostlivosť o deti a dorast,Žilinský,Tvrdošín,1,7,69
65-47236574-A0002,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-47236574-A0002', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Školská\n165\n02744\nTvrdošín', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'LENDOVA, s.r.o.\nHríbiky\n231\n02744\nTvrdošín\nIČO: 47236574', 'Telefón': '+421 905347578'}","Telefón platnosť od: 13.02.2018
Pondelok: 6:30-13:00
Utorok: 6:30-15:00
Streda: 6:30-15:00
Štvrtok: 15:00-17:00
Piatok: 6:30-13:00
Sobota: neordinuje
Nedeľa: neordinuje",49.3364434,19.5517436,"Školská
165
02744
Tvrdošín","Všeobecná ambulancia pre deti a dorast, Tvrdošín, (LENDOVA, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/tvrdosin/vseobecna-ambulancia-pre-deti-a-dorast-tvrdosin-lendova.html?page_id=54261, Všeobecná starostlivosť o deti a dorast,Žilinský,Tvrdošín,1,7,69
65-36428655-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-36428655-A0001', 'Odborné zameranie': 'dorastové lekárstvo\nvšeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Matuškova\n480\n02743\nNižná', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'G.L., s.r.o.\nMatuškova\n480\n02743\nNižná\nIČO: 36428655', 'Telefón': '+421 435381417'}","Telefón platnosť od: 13.11.2017
Pondelok: 7:00-15:00
Utorok: 7:00-15:00
Streda: 7:00-15:00
Štvrtok: 7:00-15:00
Piatok: 7:00-14:30
Sobota: neordinuje
Nedeľa: neordinuje",49.3080822,19.5282220,"Matuškova
480
02743
Nižná","Všeobecná ambulancia pre deti a dorast, Nižná, (G.L., s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/tvrdosin/vseobecna-ambulancia-pre-deti-a-dorast-nizna-g.l..html?page_id=54254," Dorastové lekárstvo, Všeobecná starostlivosť o deti a dorast",Žilinský,Tvrdošín,1,7,69
72-36331023-A0165,"{'Druh zariadenia': 'ambulancia rýchlej zdravotnej pomoci', 'Identifikátor': '72-36331023-A0165', 'Odborné zameranie': 'rýchla zdravotná pomoc', 'Miesto prevádzkovania': '0\nTurčianske Teplice', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'RZP, a.s.\nLegionárska\n7158/5\n91101\nTrenčín\nIČO: 36331023\nwww.rzp.sk'}",,48.8601252,18.8586947,"0
Turčianske Teplice","Ambulancia rýchlej zdravotnej pomoci, Turčianske Teplice, (RZP, a.s.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/turcianske-teplice/ambulancia-rychlej-zdravotnej-pomoci-turcianske-teplice-rzp-a.s..html?page_id=133069, Rýchla zdravotná pomoc,Žilinský,Turčianske Teplice,1,7,68
65-35650893-A0002,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-35650893-A0002', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'SNP\n576/111\n03901\nTurčianske Teplice', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'MUDr. Ľubica Mendelová\nIČO: 35650893', 'Telefón': '+421 434924158'}","Telefón platnosť od: 15.06.2015
Pondelok: 9:15-15:00
Utorok: 7:00-15:00
Streda: 7:00-10:30
Štvrtok: 7:00-15:00
Piatok: 7:00-15:00
Sobota: neordinuje
Nedeľa: neordinuje
Nedeľa: tel. kontakt: 4924158, 0903 508 099",48.8651557,18.8600782,"SNP
576/111
03901
Turčianske Teplice","Všeobecná ambulancia pre deti a dorast, Turčianske Teplice, (MUDr. Ľubica Mendelová)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/turcianske-teplice/vseobecna-ambulancia-pre-deti-a-dorast-turcianske-teplice-mudr.-lubica-mendelova.html?page_id=74225, Všeobecná starostlivosť o deti a dorast,Žilinský,Turčianske Teplice,1,7,68
65-36434221-A0002,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-36434221-A0002', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Kuzmányho\n250\n03901\nTurčianske Teplice', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'KIDMED, s. r. o.\nMojmírova\n8\n03601\nMartin\nIČO: 36434221', 'Telefón': '+421 434924137'}","Telefón platnosť od: 20.02.2014
Pondelok: 7:00-15:00
Utorok: 7:00-15:00
Streda: 7:00-15:00
Štvrtok: 7:00-15:00
Piatok: 7:00-15:00
Sobota: neordinuje
Nedeľa: neordinuje
Nedeľa: 7:00-7:30 odber materiálu, 13:30-13:00 obed, 13:00-15:00 návštevy, poradne, administratíva",48.8579349,18.8660298,"Kuzmányho
250
03901
Turčianske Teplice","Všeobecná ambulancia pre deti a dorast, Turčianske Teplice, (KIDMED, s. r. o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/turcianske-teplice/vseobecna-ambulancia-pre-deti-a-dorast-turcianske-teplice-kidmed-s.-r.-o..html?page_id=73875, Všeobecná starostlivosť o deti a dorast,Žilinský,Turčianske Teplice,1,7,68
65-35650893-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-35650893-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'ul. SNP\nMládeže\n358\n03821\nMošovce', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'MUDr. Ľubica Mendelová\nIČO: 35650893'}","Poskytovateľ platnosť od: 15.06.2015
Pondelok: 7:00-9:00
Utorok: neordinuje
Streda: 11:00-15:00
Štvrtok: neordinuje
Piatok: neordinuje
Sobota: neordinuje
Nedeľa: neordinuje
Nedeľa: tel. kontakt: 4924158, 0903 508 099",48.9076996,18.8885951,"ul. SNP
Mládeže
358
03821
Mošovce","Ambulancia pre deti a dorast Turčianske Teplice, Mošovce, Mošovce, (MUDr. Ľubica Mendelová)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/turcianske-teplice/ambulancia-pre-deti-a-dorast-turcianske-teplice-mosovce-mosovce-mudr.-lubica-mendelova.html?page_id=66930, Všeobecná starostlivosť o deti a dorast,Žilinský,Turčianske Teplice,1,7,68
