doctor_id,info,open_hours,lat,lng,adresa,title,doctor_url,kraj_id,okres,okres_id
65-53959868-A0001,"{'Druh': 'Verejná lekáreň', 'Identifikátor': '65-53959868-A0001', 'Miesto prevádzkovania': 'MEDMEDICAL KLINIK\n236\n02301\nOščadnica', 'Telefón': '0415092119', 'Prevádzkovateľ': 'MEDMEDICAL FARMACIA, s.r.o.\n141\n02334\nKysucký Lieskovec\nIČO: 53959868'}","Prevádzkovateľ platnosť od: 04.04.2022
Pondelok: 7:30-16:00
Utorok: 7:30-16:00
Streda: 7:30-16:00
Štvrtok: 7:30-16:00
Piatok: 7:30-16:00
Sobota: zatvorené
Nedeľa: zatvorené",49.43331000,18.87964700,"MEDMEDICAL KLINIK
236
02301
Oščadnica",lekáreň MEDMEDICAL,https://www.e-vuc.sk/zsk/zdravotnictvo/lekarne-a-vydajne-zdravotnickych-pomocok/cadca/lekaren-medmedical.html?page_id=141591,7,Čadca,74
65-53077741-A0002,"{'Druh': 'Pobočka verejnej lekárne', 'Identifikátor': '65-53077741-A0002', 'Miesto prevádzkovania': '172\n02313\nČierne', 'Telefón': '041 4376279', 'Email': 'lekarensvv@gmail.com', 'Prevádzkovateľ': 'Lekáreň sv. Vavrinca, s. r. o.\nSkalité\n1149\n02314\nSkalité\nIČO: 53077741'}","Prevádzkovateľ platnosť od: 01.01.2021
Pondelok: 7:45-14:30
Utorok: 7:45-14:30
Streda: 7:45-14:30
Štvrtok: 7:45-14:30
Piatok: 7:45-14:30
Sobota: zatvorené
Nedeľa: zatvorené",49.4942444,18.8196585,"172
02313
Čierne",Lekáreň sv. Vavrinca - pobočka verejnej lekárne,https://www.e-vuc.sk/zsk/zdravotnictvo/lekarne-a-vydajne-zdravotnickych-pomocok/cadca/lekaren-sv.-vavrinca-pobocka-verejnej-lekarne.html?page_id=136379,7,Čadca,74
65-53077741-A0001,"{'Druh': 'Verejná lekáreň', 'Identifikátor': '65-53077741-A0001', 'Miesto prevádzkovania': '1149\n02314\nSkalité', 'Telefón': '041 4376279', 'Email': 'lekarensvv@gmail.com', 'Prevádzkovateľ': 'Lekáreň sv. Vavrinca, s. r. o.\nSkalité\n1149\n02314\nSkalité\nIČO: 53077741'}","Prevádzkovateľ platnosť od: 01.01.2021
Pondelok: 7:30-15:00
Utorok: 7:30-15:00
Streda: 7:30-15:00
Štvrtok: 7:30-15:00
Piatok: 7:30-15:00
Sobota: zatvorené
Nedeľa: zatvorené",49.4962652,18.8997903,"1149
02314
Skalité",Lekáreň sv. Vavrinca,https://www.e-vuc.sk/zsk/zdravotnictvo/lekarne-a-vydajne-zdravotnickych-pomocok/cadca/lekaren-sv.-vavrinca.html?page_id=136378,7,Čadca,74
65-50427172-A0001,"{'Druh': 'Verejná lekáreň', 'Identifikátor': '65-50427172-A0001', 'Miesto prevádzkovania': 'Oščadnica\n1797\n02301\nOščadnica', 'Telefón': '+421 414220864', 'Email': 'podkalvariou@dl.sk', 'Web': 'podkalvariou.dl.sk/', 'Prevádzkovateľ': 'Lekáreň Oščadnica\nHurbanova\n160/D\n02204\nČadca\nIČO: 50427172'}","Prevádzkovateľ platnosť od: 02.10.2017
Pondelok: 7:30-16:00
Utorok: 7:30-16:00
Streda: 7:30-16:00
Štvrtok: 7:30-16:00
Piatok: 7:30-16:00
Sobota: zatvorené
Nedeľa: zatvorené",49.4373405,18.8833335,"Oščadnica
1797
02301
Oščadnica",Lekáreň pod Kalváriou,https://www.e-vuc.sk/zsk/zdravotnictvo/lekarne-a-vydajne-zdravotnickych-pomocok/cadca/lekaren-pod-kalvariou.html?page_id=125001,7,Čadca,74
65-45338540-A0001,"{'Druh': 'Verejná lekáreň', 'Identifikátor': '65-45338540-A0001', 'Miesto prevádzkovania': 'Palárikova\n2659\n02201\nČadca', 'Telefón': '+421 414333920', 'Email': 'lekaren.prinemocnici@pharm.sk', 'Prevádzkovateľ': 'STEELKOR, s.r.o.\nBajkalská\n29F\n82105\nBratislava - mestská časť Ružinov\nIČO: 45338540'}","Prevádzkovateľ platnosť od: 12.03.2020
Pondelok: 7:00-15:15
Utorok: 7:00-15:15
Streda: 7:00-15:15
Štvrtok: 7:00-15:15
Piatok: 7:00-15:15
Sobota: zatvorené
Nedeľa: zatvorené",49.4392837,18.7725713,"Palárikova
2659
02201
Čadca",Lekáreň pri nemocnici - Čadca,https://www.e-vuc.sk/zsk/zdravotnictvo/lekarne-a-vydajne-zdravotnickych-pomocok/cadca/lekaren-pri-nemocnici-cadca.html?page_id=124189,7,Čadca,74
65-48137057-A0001,"{'Druh': 'Verejná lekáreň', 'Identifikátor': '65-48137057-A0001', 'Miesto prevádzkovania': 'A. Hlinku\n3118/38B\n02201\nČadca', 'Telefón': '+421 903511191', 'Prevádzkovateľ': 'CA - Pharmacy, s.r.o.\nA. Hlinku\n3118\n02201\nČadca\nIČO: 48137057'}","Prevádzkovateľ platnosť od: 14.04.2016
Pondelok: 7:30-16:00
Utorok: 7:30-16:00
Streda: 7:30-16:00
Štvrtok: 7:30-16:00
Piatok: 7:30-16:00
Sobota: zatvorené
Nedeľa: zatvorené",49.4349962,18.7958295,"A. Hlinku
3118/38B
02201
Čadca",Lekáreň CA - Pharmacy,https://www.e-vuc.sk/zsk/zdravotnictvo/lekarne-a-vydajne-zdravotnickych-pomocok/cadca/lekaren-ca-pharmacy.html?page_id=93122,7,Čadca,74
65-36361631-A0002,"{'Druh': 'Pobočka verejnej lekárne', 'Identifikátor': '65-36361631-A0002', 'Miesto prevádzkovania': 'zdravotné stredisko\nVysoká nad Kysucou Ústredie\n1260\n02355\nVysoká nad Kysucou', 'Mobil': '0911491223', 'Web': 'http://www.e-lekaren.sk', 'Prevádzkovateľ': 'Palmitas, s.r.o.\nMoyzesova\n1441\n02201\nČadca\nIČO: 36361631'}","Prevádzkovateľ platnosť od: 26.11.2015
Pondelok: 7:30-14:00
Utorok: 7:30-14:00
Streda: 7:30-14:00
Štvrtok: 7:30-14:00
Piatok: 7:30-14:00
Sobota: zatvorené
Nedeľa: zatvorené",49.3801151,18.5464537,"zdravotné stredisko
Vysoká nad Kysucou Ústredie
1260
02355
Vysoká nad Kysucou",Pobočka verejnej lekárne Vysoká,https://www.e-vuc.sk/zsk/zdravotnictvo/lekarne-a-vydajne-zdravotnickych-pomocok/cadca/pobocka-verejnej-lekarne-vysoka.html?page_id=89727,7,Čadca,74
65-46871624-A0001,"{'Druh': 'Verejná lekáreň', 'Identifikátor': '65-46871624-A0001', 'Miesto prevádzkovania': 'OD Kaufland\nSlobody\n3038/4A\n02201\nČadca', 'Mobil': '0901961141', 'Prevádzkovateľ': 'Mild Cure One, s. r. o.\nMoldavská cesta\n8/8/A\n04011\nKošice - mestská časť Západ\nIČO: 46871624'}","Prevádzkovateľ platnosť od: 04.03.2013
Pondelok: 8:00-20:00
Utorok: 8:00-20:00
Streda: 8:00-20:00
Štvrtok: 8:00-20:00
Piatok: 8:00-20:00
Sobota: 8:00-20:00
Nedeľa: 8:00-20:00",49.44255420,18.78734890,"OD Kaufland
Slobody
3038/4A
02201
Čadca",Lekáreň Dr. Max,https://www.e-vuc.sk/zsk/zdravotnictvo/lekarne-a-vydajne-zdravotnickych-pomocok/cadca/lekaren-dr.-max.html?page_id=56254,7,Čadca,74
65-46906681-A0001,"{'Druh': 'Verejná lekáreň', 'Identifikátor': '65-46906681-A0001', 'Miesto prevádzkovania': 'Palárikova\n1083\n02201\nČadca', 'Telefón': '+421 414386860', 'Web': 'http://www.lekarenfontana.sk', 'Prevádzkovateľ': 'Lekáreň Čadca, s.r.o.\nHurbanova\n160/D\n02201\nČadca\nIČO: 46906681'}","Prevádzkovateľ platnosť od: 03.06.2015
Pondelok: 7:00-16:30
Utorok: 7:00-16:30
Streda: 7:00-16:30
Štvrtok: 7:00-16:30
Piatok: 7:00-16:30
Sobota: zatvorené
Nedeľa: zatvorené",49.438048,18.785927,"Palárikova
1083
02201
Čadca",Lekáreň FONTÁNA,https://www.e-vuc.sk/zsk/zdravotnictvo/lekarne-a-vydajne-zdravotnickych-pomocok/cadca/lekaren-fontana.html?page_id=55553,7,Čadca,74
65-36616419-A0001,"{'Druh': 'Verejná lekáreň', 'Identifikátor': '65-36616419-A0001', 'Miesto prevádzkovania': 'Stará Bystrica\n537\n02304\nStará Bystrica', 'Telefón': '+421 414327979', 'Prevádzkovateľ': 'Lekáreň KAMILKA Čadca, s.r.o.\nStará Bystrica\n557\n02201\nStará Bystrica\nIČO: 36616419'}","Prevádzkovateľ platnosť od: 24.05.2012
Pondelok: 8:00-14:30
Utorok: 8:00-14:30
Streda: 8:00-14:30
Štvrtok: 8:00-14:30
Piatok: 8:00-14:30
Sobota: zatvorené
Nedeľa: zatvorené",49.3465571,18.9342148,"Stará Bystrica
537
02304
Stará Bystrica",Lekáreň Na Rínku,https://www.e-vuc.sk/zsk/zdravotnictvo/lekarne-a-vydajne-zdravotnickych-pomocok/cadca/lekaren-na-rinku.html?page_id=51145,7,Čadca,74
65-17335469-A0036,"{'Druh': 'Verejná lekáreň', 'Identifikátor': '65-17335469-A0036', 'Miesto prevádzkovania': 'Palárikova\n2311\nČadca', 'Telefón': '+421 414604145', 'Prevádzkovateľ': 'Kysucká nemocnica s poliklinikou Čadca\nPalárikova\n2311\n02216\nČadca\nIČO: 17335469\nwww.kysuckanemocnica.sk'}","Prevádzkovateľ platnosť od: 04.04.2012
Pondelok: 7:00-15:30
Utorok: 7:00-15:30
Streda: 7:00-15:30
Štvrtok: 7:00-15:30
Piatok: 7:00-15:30
Sobota: zatvorené
Nedeľa: zatvorené",49.4389582,18.7710052,"Palárikova
2311
Čadca",Lekáreň Kysuckej nemocnice,https://www.e-vuc.sk/zsk/zdravotnictvo/lekarne-a-vydajne-zdravotnickych-pomocok/cadca/lekaren-kysuckej-nemocnice.html?page_id=51125,7,Čadca,74
65-44308825-A0001,"{'Druh': 'Verejná lekáreň', 'Identifikátor': '65-44308825-A0001', 'Miesto prevádzkovania': 'Palárikova\n2657\n02201\nČadca', 'Telefón': '+421 414000382', 'Web': 'http://www.e-lekaren.sk', 'Prevádzkovateľ': 'Novomedic, s.r.o.,\nMoyzesova\n1441\n022 01\nČadca\nIČO: 44308825'}","Prevádzkovateľ platnosť od: 16.09.2020
Pondelok: 6:45-15:30
Utorok: 6:45-15:30
Streda: 6:45-15:30
Štvrtok: 6:45-15:30
Piatok: 6:45-15:30
Sobota: zatvorené
Nedeľa: zatvorené",49.4388034,18.7773386,"Palárikova
2657
02201
Čadca",Lekáreň  OK,https://www.e-vuc.sk/zsk/zdravotnictvo/lekarne-a-vydajne-zdravotnickych-pomocok/cadca/lekaren-ok.html?page_id=51121,7,Čadca,74
65-35222751-A0001,"{'Druh': 'Výdajňa zdravotníckych pomôcok', 'Identifikátor': '65-35222751-A0001', 'Miesto prevádzkovania': 'Palárikova\n76/8\n02201\nČadca', 'Telefón': '+421 414332028', 'Prevádzkovateľ': 'Ľudmila Časnochová\nIČO: 35222751'}","Prevádzkovateľ platnosť od: 28.02.2012
Pondelok: 8:00-16:30
Utorok: 8:00-16:30
Streda: 8:00-16:30
Štvrtok: 8:00-16:30
Piatok: 8:00-16:30
Sobota: zatvorené
Nedeľa: zatvorené",49.4380742,18.7887420,"Palárikova
76/8
02201
Čadca",Výdajňa TILIA,https://www.e-vuc.sk/zsk/zdravotnictvo/lekarne-a-vydajne-zdravotnickych-pomocok/cadca/vydajna-tilia.html?page_id=3549,7,Čadca,74
65-31604340-A0001,"{'Druh': 'Výdajňa zdravotníckych pomôcok', 'Identifikátor': '65-31604340-A0001', 'Miesto prevádzkovania': 'Palárikova\n2311\n02201\nČadca', 'Telefón': '+421 414326588', 'Prevádzkovateľ': 'ESKULAP, spol. s r.o.\nMájová\n1115\n02201\nČadca\nIČO: 31604340'}","Prevádzkovateľ platnosť od: 28.02.2012
Pondelok: 7:30-15:30
Utorok: 7:30-15:30
Streda: 7:30-15:30
Štvrtok: 7:30-15:30
Piatok: 7:30-15:30
Sobota: zatvorené
Nedeľa: zatvorené",49.4389582,18.7710052,"Palárikova
2311
02201
Čadca",Výdajňa ESKULAP spol. s r.o.,https://www.e-vuc.sk/zsk/zdravotnictvo/lekarne-a-vydajne-zdravotnickych-pomocok/cadca/vydajna-eskulap-spol.-s-r.o..html?page_id=3545,7,Čadca,74
65-31898599-A0001,"{'Druh': 'Verejná lekáreň', 'Identifikátor': '65-31898599-A0001', 'Miesto prevádzkovania': 'Mierová\n1725/2\n02201\nČadca', 'Telefón': '+421 414326877', 'Prevádzkovateľ': 'PharmDr. Alena Pišteková\nIČO: 31898599'}","Prevádzkovateľ platnosť od: 27.02.2012
Pondelok: 7:30-16:00
Utorok: 7:30-16:00
Streda: 7:30-16:00
Štvrtok: 7:30-16:00
Piatok: 7:30-16:00
Sobota: zatvorené
Nedeľa: zatvorené",49.4382554,18.7790549,"Mierová
1725/2
02201
Čadca",Lekáreň U ANJELA,https://www.e-vuc.sk/zsk/zdravotnictvo/lekarne-a-vydajne-zdravotnickych-pomocok/cadca/lekaren-u-anjela.html?page_id=3503,7,Čadca,74
65-36414425-A0001,"{'Druh': 'Verejná lekáreň', 'Identifikátor': '65-36414425-A0001', 'Miesto prevádzkovania': 'Moyzesova\n53\n02201\nČadca', 'Web': 'http://www.pharm.sk', 'Prevádzkovateľ': 'Lekáreň TERNO, s.r.o.\nVysokoškolákov\n8556/33B\n01008\nŽilina\nIČO: 36414425'}","Prevádzkovateľ platnosť od: 18.05.2022
Pondelok: 8:00-17:00
Utorok: 8:00-17:00
Streda: 8:00-17:00
Štvrtok: 8:00-17:00
Piatok: 8:00-17:00
Sobota: 8:00-15:00
Nedeľa: zatvorené",49.4392844,18.7876581,"Moyzesova
53
02201
Čadca",Lekáreň TERNO,https://www.e-vuc.sk/zsk/zdravotnictvo/lekarne-a-vydajne-zdravotnickych-pomocok/cadca/lekaren-terno.html?page_id=3496,7,Čadca,74
65-36616206-A0001,"{'Druh': 'Verejná lekáreň', 'Identifikátor': '65-36616206-A0001', 'Miesto prevádzkovania': 'Adm.budova\nSvrčinovec\n200\n02312\nSvrčinovec', 'Telefón': '+421 414371016', 'Email': 'lekaren@svrcinovec.eu', 'Prevádzkovateľ': 'Lekáreň SVRČINOVEC, s.r.o.\nSvrčinovec\n200\n02312\nSvrčinovec\nIČO: 36616206'}","Prevádzkovateľ platnosť od: 28.01.2015
Pondelok: 7:45-15:00
Utorok: 7:45-15:00
Streda: 7:45-15:00
Štvrtok: 7:45-15:00
Piatok: 7:45-15:00
Sobota: zatvorené
Nedeľa: zatvorené",49.4798721,18.7934891,"Adm.budova
Svrčinovec
200
02312
Svrčinovec",Lekáreň SVRČINOVEC,https://www.e-vuc.sk/zsk/zdravotnictvo/lekarne-a-vydajne-zdravotnickych-pomocok/cadca/lekaren-svrcinovec.html?page_id=3490,7,Čadca,74
65-00622770-A0001,"{'Druh': 'Verejná lekáreň', 'Identifikátor': '65-00622770-A0001', 'Miesto prevádzkovania': 'Námestie Slobody\n73/9\n02201\nČadca', 'Telefón': '+421 414333522', 'Web': 'http://www.e-lekaren.sk', 'Prevádzkovateľ': 'Mgr. Štefan Turiak\nIČO: 00622770'}","Prevádzkovateľ platnosť od: 28.02.2012
Pondelok: 7:30-17:00
Utorok: 7:30-17:00
Streda: 7:30-17:00
Štvrtok: 7:30-17:00
Piatok: 7:30-17:00
Sobota: zatvorené
Nedeľa: zatvorené",49.4384879,18.7895561,"Námestie Slobody
73/9
02201
Čadca",Lekáreň SALVATOR,https://www.e-vuc.sk/zsk/zdravotnictvo/lekarne-a-vydajne-zdravotnickych-pomocok/cadca/lekaren-salvator.html?page_id=3472,7,Čadca,74
65-36658839-A0001,"{'Druh': 'Verejná lekáreň', 'Identifikátor': '65-36658839-A0001', 'Miesto prevádzkovania': 'Nová Bystrica\n492\n02302\nNová Bystrica', 'Telefón': '+421 414385112', 'Prevádzkovateľ': 'Lekáreň pri mlyne, s.r.o.\nNová Bystrica\n492\n02305\nNová Bystrica\nIČO: 36658839'}","Prevádzkovateľ platnosť od: 28.02.2012
Pondelok: 8:00-14:00
Utorok: 8:00-14:00
Streda: 8:00-14:00
Štvrtok: 8:00-14:00
Piatok: 8:00-14:00
Sobota: zatvorené
Nedeľa: zatvorené",49.34440920,19.00777580,"Nová Bystrica
492
02302
Nová Bystrica",Lekáreň PRI MLYNE,https://www.e-vuc.sk/zsk/zdravotnictvo/lekarne-a-vydajne-zdravotnickych-pomocok/cadca/lekaren-pri-mlyne.html?page_id=3455,7,Čadca,74
65-36442445-A0001,"{'Druh': 'Verejná lekáreň', 'Identifikátor': '65-36442445-A0001', 'Miesto prevádzkovania': 'Supermarket COOP Jednota\nOščadnica\n1219\n02301\nOščadnica', 'Telefón': '+421 414382340', 'Prevádzkovateľ': 'Lekáreň POD RAČOU, s.r.o.\nOščadnica\n1219\n02301\nOščadnica\nIČO: 36442445'}","Prevádzkovateľ platnosť od: 19.03.2013
Pondelok: 7:30-16:00
Utorok: 7:30-16:00
Streda: 7:30-16:00
Štvrtok: 7:30-16:00
Piatok: 7:30-16:00
Sobota: 8:00-12:00
Nedeľa: zatvorené",49.4383342,18.8866130,"Supermarket COOP Jednota
Oščadnica
1219
02301
Oščadnica",Lekáreň POD RAČOU,https://www.e-vuc.sk/zsk/zdravotnictvo/lekarne-a-vydajne-zdravotnickych-pomocok/cadca/lekaren-pod-racou.html?page_id=3448,7,Čadca,74
65-37584715-A0001,"{'Druh': 'Pobočka verejnej lekárne', 'Identifikátor': '65-37584715-A0001', 'Miesto prevádzkovania': 'Klokočov\n1164\n02322\nKlokočov', 'Web': 'http://www.lekarenparacelsus.sk', 'Prevádzkovateľ': 'PharmDr. Igor Minarovič, PhD.\nIČO: 37584715'}","Prevádzkovateľ platnosť od: 07.01.2020
Pondelok: 7:30-12:00
Utorok: 7:30-12:00
Streda: 7:30-12:00
Štvrtok: 7:30-12:00
Piatok: 7:30-12:00
Sobota: zatvorené
Nedeľa: zatvorené",49.4527285,18.5710895,"Klokočov
1164
02322
Klokočov",Lekáreň PARACELSUS pobočka,https://www.e-vuc.sk/zsk/zdravotnictvo/lekarne-a-vydajne-zdravotnickych-pomocok/cadca/lekaren-paracelsus-pobocka.html?page_id=3441,7,Čadca,74
